"","X","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"5415",5415,"eurico",1322489606,302713,"28/11/2011 14:13","no",820,1.24,5.72,-87.6,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.02,-11,2,31,66,575,-415,50.2,13.7,55.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,-1.19,-0.3,-31,111,-16,349,-78,583,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.20715898,-57.34750669,97.84522184,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0,-206,50,315,-431,224,317,-133,-60.4,69,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,-0.31,0.26,-65,276,215,-455,967,-325,"A"
"5420",5420,"eurico",1322489606,374656,"28/11/2011 14:13","no",820,1.27,5.72,-87.6,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-11,2,30,72,582,-407,45.1,16.7,45.8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,-0.53,-0.11,-52,134,-23,408,-48,552,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.02033127,-57.41932746,97.53885391,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0.02,-206,53,314,-430,226,309,-132,-62.1,67.9,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,-0.14,0.3,-59,277,213,-446,942,-311,"A"
"5424",5424,"eurico",1322489606,618646,"28/11/2011 14:13","no",820,1.29,5.63,-87.5,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.02,-0.02,-12,3,29,68,581,-424,44.9,15.8,40,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,-0.24,0.1,-14,123,-26,454,-31,521,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.80599007,-57.37295834,97.93158943,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0,-204,48,312,-428,222,316,-131,-63.1,66.3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.13,0.23,-59,282,212,-436,926,-304,"A"
"5443",5443,"pedro",1323094994,236337,"05/12/2011 14:23","no",838,122,26.1,-4.7,19,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32,-0.05,-0.43,-35,68,-165,2,592,-362,-42.1,17,-81.7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43,-0.9,0.23,126,34,100,29,404,540,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.63474807,38.70000501,116.7932055,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,-0.16,-0.2,32,9,78,533,-505,-86,111,24.9,79.8,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,1.17,-0.11,82,253,-174,-335,797,697,"A"
"5457",5457,"pedro",1323094994,748379,"05/12/2011 14:23","no",838,122,26.4,-4.37,19,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,-0.03,-0.41,-40,72,-172,6,580,-376,-49.6,13,-99.8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.67,0.64,-0.08,46,40,131,-168,368,567,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.152959603,36.54927691,120.5104493,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,-0.06,-0.39,31,1,81,526,-515,-109,125,44.6,118,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,-2.6,-0.39,-41,311,-165,-585,670,637,"A"
"5523",5523,"pedro",1323094978,224297,"05/12/2011 14:22","no",842,124,26,-2.02,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,-0.03,-0.44,-42,73,-178,1,582,-385,87.8,-35.7,138,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,-0.75,0.1,-9,15,63,-352,370,491,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.441450607,34.90347238,121.3247983,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.13,-0.31,23,-5,63,500,-553,-128,90.1,7.05,101,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,-0.34,-0.07,123,254,-183,-183,748,585,"A"
"5524",5524,"pedro",1323094978,236284,"05/12/2011 14:22","no",842,124,26,-2.06,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,-0.03,-0.46,-40,67,-177,9,581,-377,86.4,-33.9,141,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,-0.64,0.07,-6,13,60,-378,359,471,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.60440708,32.01004609,119.1706517,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,-0.19,-0.26,21,-13,62,505,-547,-121,90,7.88,101,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,-0.37,-0.11,136,261,-179,-189,756,591,"A"
"5562",5562,"carlitos",1323084257,476299,"05/12/2011 11:24","no",862,0.91,7.58,-93.6,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,-0.02,-0.03,-20,2,24,5,610,-302,72.9,36.8,62.3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99,0.83,-0.2,-245,160,-16,-123,338,561,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,132.3987393,24.48638542,-3.030766997,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,0.18,0.21,8,32,-1,-528,322,-53,62.1,-37.7,-178,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-2.46,-0.95,104,396,-211,-257,733,521,"A"
"5570",5570,"carlitos",1323084257,656355,"05/12/2011 11:24","no",862,0.79,8.15,-93.5,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0,-0.02,-22,1,30,8,610,-297,55.4,4.89,36.6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.12,1.19,-0.46,-109,128,8,409,146,517,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,69.75544112,-16.1284652,84.71596871,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,-0.11,-0.23,-3,12,14,-523,338,-39,54.9,4.62,158,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,-3.53,-0.82,-15,266,-193,-652,567,649,"A"
"5605",5605,"pedro",1323094997,512285,"05/12/2011 14:23","no",70,124,27.2,-4.16,19,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,-0.05,-0.38,-34,67,-172,-11,575,-375,-4.87,-5.1,-130,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26,-0.21,0.1,-1,-3,17,-392,377,464,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,39.59470686,53.07819183,88.09821959,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0.05,-0.15,21,16,32,492,-552,-183,-143,43,-118,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,-1.12,-0.08,-100,-201,-225,-457,-321,252,"B"
"5630",5630,"pedro",1323094998,536356,"05/12/2011 14:23","no",71,124,26.4,-0.59,19,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,-0.03,-0.46,-40,69,-169,2,582,-370,-52,-64.4,-68.8,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.47,1.09,0.16,217,28,131,545,217,375,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.180535484,32.1671313,124.8333352,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0,-0.3,29,2,87,511,-545,-95,114,15.7,81,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,0.63,-0.11,109,269,-166,-262,791,737,"B"
"5701",5701,"pedro",1323095002,532364,"05/12/2011 14:23","no",74,122,26.8,-5.84,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34,-0.06,-0.41,-46,69,-174,-5,577,-381,47,-21.7,-177,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,-0.45,-0.34,-22,30,73,-422,403,404,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.527947359,48.96254857,107.9673544,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.59,0.51,40,3,75,525,-521,-64,118,12.7,105,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,-1.24,-0.26,72,321,-133,-322,796,749,"B"
"5722",5722,"pedro",1323095003,420750,"05/12/2011 14:23","no",75,121,26.7,-4.67,19,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48,-0.02,-0.43,-41,70,-163,-2,589,-355,-178,-35.3,22.2,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.29,1.22,0.2,328,-4,30,748,40,-42,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-88.19751287,-14.08279118,66.86611938,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.43,-0.61,-12,-66,53,311,-676,-165,-143,33.4,-89.4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71,1.51,0.07,-88,-188,-235,-159,-601,16,"B"
"5787",5787,"pedro",1323095006,128312,"05/12/2011 14:23","no",78,121,26.8,-6.17,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.64,-0.03,-0.51,-41,70,-175,-7,582,-369,149,-16.5,51.6,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45,-2.47,-1.21,165,69,143,499,390,262,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.381781,-32.09715029,31.35923111,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,-0.66,0.08,-45,-128,44,229,-697,-160,119,6.61,86.3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,2.31,0.67,100,332,-146,-293,801,778,"B"
"5868",5868,"pedro",1323095011,132340,"05/12/2011 14:23","no",82,121,27.1,-6.66,19,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29,-0.03,-0.41,-36,77,-164,-16,587,-371,125,-10.1,116,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78,-0.55,-1.3,-4,36,70,-389,411,421,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-93.87921062,-41.52542166,44.62306088,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,-1.08,-0.62,-43,-86,46,353,-653,-191,129,-2.26,109,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,-2.3,-0.33,37,379,-154,-362,788,705,"B"
"5885",5885,"pedro",1323095011,532372,"05/12/2011 14:23","no",82,123,26.1,-3.65,19,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,0,-0.51,-43,68,-173,1,584,-369,118,-5.07,86.4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.63,1.61,-0.25,18,87,173,72,409,501,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-41.67470328,2.611832763,115.312878,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,-0.26,0.13,2,-31,70,552,-495,-80,-156,45.3,-93.1,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,-3.07,-0.39,-17,-242,-203,-117,-609,30,"B"
"5912",5912,"pedro",1323095012,492366,"05/12/2011 14:23","no",83,121,26.4,-6.19,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.74,-0.02,-0.51,-40,71,-177,-2,588,-364,134,6.97,77.3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86,-1.33,-0.71,60,71,190,103,427,499,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-105.9848373,-49.90559517,10.05201468,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,-0.11,-0.36,-62,-113,13,105,-725,-212,138,-9.5,87,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.45,-0.05,123,251,-172,-128,737,672,"B"
"5962",5962,"pedro",1323095016,260481,"05/12/2011 14:23","no",86,121,26.3,-5.31,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,-0.05,-0.51,-35,60,-162,-12,591,-355,107,11.5,-28.2,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.89,2.14,1.43,323,-15,-62,640,-33,-345,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.255735855,12.59026456,144.426237,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.02,-0.46,10,1,79,578,-462,-47,134,45.5,142,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,3.12,2.08,-77,238,-109,-703,403,888,"B"
"5978",5978,"pedro",1323095016,676336,"05/12/2011 14:23","no",86,122,25.9,-4.05,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,-0.02,-0.39,-41,70,-178,-6,591,-367,121,30.7,8.87,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34,-2.86,-1.82,260,82,-14,656,268,-43,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-96.74148468,-8.243549213,59.61053424,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,1.45,-1.03,-11,-110,75,277,-689,-122,144,-9.3,80.3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.75,0.52,99,277,-180,-92,722,640,"B"
"6037",6037,"eurico",1322489641,870660,"28/11/2011 14:14","no",242,1.69,3.4,-89,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0,-0.02,-6,4,18,32,565,-438,84.5,0.15,72.6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85,-0.98,0.05,-125,207,-49,107,296,580,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.87215735,98.11797017,45.41120893,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,-0.27,-0.48,180,74,95,297,367,358,177,19.4,103,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,0.06,0.51,-85,261,227,-598,1120,-507,"B"
"6100",6100,"eurico",1322489646,286699,"28/11/2011 14:14","no",245,1.82,4.45,-89,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.02,0,-7,3,16,48,561,-426,87.2,12.4,115,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.02,-0.08,-235,156,-137,-348,313,549,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.5442213,-8.232332116,-54.77788103,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.35,0,-3,-31,-19,-486,177,267,169,25.3,0.6,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-3.74,-0.85,190,265,135,223,107,-302,"B"
"6113",6113,"eurico",1322489646,658758,"28/11/2011 14:14","no",245,1.25,3.8,-89.1,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.1,-7,3,27,41,563,-429,86.6,11.7,117,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.02,-0.03,-234,155,-135,-359,309,541,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.85306043,3.947710489,140.7343476,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.49,0.55,0.28,3,12,75,-299,312,376,-174,22.4,102,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,-1.25,-0.39,-89,296,211,-707,1180,-560,"B"
"6119",6119,"eurico",1322489647,70648,"28/11/2011 14:14","no",246,1.13,3.55,-88.8,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.05,0,-14,9,31,43,569,-438,86,11.2,116,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0,0,-231,156,-135,-348,308,550,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.08624645,77.32270459,68.51410761,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.24,0.55,0.03,117,56,106,155,388,412,-174,19.8,104,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29,1.41,0.71,-44,309,194,-691,1180,-559,"B"
"6144",6144,"eurico",1322489647,974648,"28/11/2011 14:14","no",246,1.05,2.46,-88.3,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,-0.08,-7,1,21,35,568,-425,77.8,-1.54,92.2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.14,0.66,-0.38,-105,183,27,16,240,624,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,45.34700586,79.50810947,57.78893883,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,-0.88,-0.25,132,81,101,73,392,401,174,8.5,-120,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.77,2.3,1.02,-128,-132,206,-404,-258,-54,"B"
"6149",6149,"eurico",1322489649,78729,"28/11/2011 14:14","no",247,2.14,2.66,-88.2,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,0.02,-0.03,-6,9,16,37,559,-442,105,-28.4,-17.2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,-1.33,-0.13,140,108,-198,701,-78,-177,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.4146706,-26.78062049,37.23953695,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,-0.11,0.36,-8,-27,11,-440,230,301,-176,18,91.5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,-1.7,-0.2,-59,338,195,-608,1160,-542,"B"
"6166",6166,"eurico",1322489649,682648,"28/11/2011 14:14","no",247,0.54,1.59,-88.3,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0,0,-3,1,27,23,565,-439,86.9,9.08,86.6,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39,-0.77,0.08,-205,196,-49,-163,346,577,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.70710615,85.28265673,61.14727192,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.92,0.13,-0.02,143,61,109,174,356,406,-175,21,98,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.66,2.09,0.8,-1,359,188,-603,1160,-562,"B"
"6195",6195,"eurico",1322489650,698644,"28/11/2011 14:14","no",248,1.17,3.35,-88.7,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.03,-0.07,-14,4,22,41,558,-437,91.7,-33.5,14.8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.51,1.3,-0.94,57,138,-38,734,-94,101,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,49.36907009,63.39711192,70.96703815,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64,-0.74,-0.52,80,64,88,-81,390,392,172,7.25,-131,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,1.24,0.85,-257,-239,190,-546,-77,-153,"B"
