"","X","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"2529",2529,"jeremy",1322673038,78756,"30/11/2011 17:10","no",320,0.73,5.1,-88,5,0.02,0.02,0.02,-16,3,42,46,635,-296,0,0,0,37,-0.02,-0.1,-0.03,-270,168,-180,-427,433,383,54.18589438,-52.16440912,-77.11101577,29,0.34,0.13,-0.3,-143,148,-200,-523,323,70,54.7,-50.6,163,33,-0.08,0.06,0.11,228,110,-199,122,561,640,"A"
"2535",2535,"jeremy",1322673038,230707,"30/11/2011 17:10","no",320,0.76,5.07,-88,5,0.02,0,0,-15,0,46,43,632,-297,0,0,0,40,-0.03,-0.06,0.1,-285,163,-212,-418,428,398,55.58286431,-51.14731214,-76.74091047,29,0.37,0.18,-0.36,-141,152,-200,-519,326,75,55.6,-51.3,163,33,-0.03,0.02,-0.07,232,110,-193,127,562,626,"A"
"2558",2558,"jeremy",1322673039,106637,"30/11/2011 17:10","no",321,0.58,5.25,-87.9,5,0.02,0,-0.02,-16,1,43,51,636,-303,0,0,0,37,0.08,-0.08,-0.02,-271,160,-183,-411,428,396,56.02757542,-51.1791319,-76.31386971,29,0.35,0.14,-0.36,-141,153,-199,-519,335,56,57.1,-48.9,160,34,-0.08,0.06,-0.11,224,130,-204,116,572,622,"A"
"2559",2559,"jeremy",1322673039,210665,"30/11/2011 17:10","no",321,0.56,5.26,-88,5,0.02,0,0,-15,2,44,51,643,-302,0,0,0,38,0.02,-0.03,-0.02,-275,163,-187,-414,432,391,55.2237548,-51.61461683,-76.66215657,30,0.37,0.14,-0.38,-143,152,-201,-518,333,63,56.7,-49.2,160,33,-0.08,0.02,-0.18,229,115,-197,125,566,630,"A"
"2565",2565,"jeremy",1322673039,674654,"30/11/2011 17:10","no",321,0.56,5.23,-88,5,0.02,0,0,-15,2,45,50,634,-302,0,0,0,38,0.02,-0.05,0.03,-276,160,-184,-412,432,400,56.69929547,-51.84290209,-75.13613392,29,0.43,0.13,-0.36,-143,155,-197,-521,331,55,55.6,-48.6,160,33,-0.02,0,-0.03,222,115,-204,116,572,639,"A"
"2587",2587,"carlitos",1323084239,504328,"05/12/2011 11:23","no",322,1.59,7.4,-93.8,3,0.02,-0.02,0,-22,5,24,-3,598,-308,-135,13.1,-165,34,0.05,-0.02,0,-288,111,-121,-365,337,524,138.0593449,16.10158137,10.03690358,5,-0.16,-0.32,-0.11,8,49,5,-494,380,-35,18.4,-63.5,-142,36,0.02,-0.02,-0.02,191,206,-215,-14,647,467,"A"
"2592",2592,"carlitos",1323084239,604513,"05/12/2011 11:23","no",322,1.67,7.32,-93.8,3,0.03,0,0,-19,0,23,-1,600,-313,-136,12.6,-166,34,0.03,0.02,-0.07,-287,113,-122,-361,338,511,137.772429,11.17574255,15.67763488,5,-0.26,-0.16,0.15,5,44,7,-503,371,-20,18.2,-63.5,-142,36,0,0,-0.03,194,205,-213,-7,656,471,"A"
"2596",2596,"carlitos",1323084239,780346,"05/12/2011 11:23","no",322,1.73,7.36,-93.9,3,-0.03,0,-0.03,-20,3,21,-2,608,-311,-136,12.8,-166,34,-0.02,0,-0.08,-287,109,-123,-367,335,519,103.6889867,21.69031891,47.92982311,3,-0.11,-0.06,0.21,7,28,15,-514,354,-16,17.9,-63.6,-142,36,0.02,0.02,-0.02,193,203,-215,-13,648,471,"A"
"2597",2597,"carlitos",1323084239,856291,"05/12/2011 11:23","no",322,1.63,7.06,-93.9,3,-0.06,0.02,-0.03,-16,2,23,-3,605,-315,-136,12.7,-166,34,0,-0.02,0.02,-287,111,-123,-366,332,515,86.47619755,-2.818672664,70.52298543,4,-0.05,-0.06,0.15,-1,27,23,-513,347,-22,17.4,-63.7,-141,36,0,0.02,-0.02,195,204,-215,-12,647,469,"A"
"2618",2618,"carlitos",1323084240,816276,"05/12/2011 11:24","no",323,0.95,6.53,-93.7,3,0.05,0,-0.03,-17,4,27,-6,606,-299,-137,11.3,-167,34,0.02,-0.02,-0.02,-287,111,-123,-367,330,532,108.9691973,13.33676778,45.92123652,2,0,-0.14,-0.21,3,20,10,-514,356,-53,15.7,-63.6,-139,36,0.03,0,0,196,200,-214,-4,654,468,"A"
"2650",2650,"carlitos",1323084242,96393,"05/12/2011 11:24","no",325,1.51,7.71,-94,4,0.11,0.03,0.02,-19,5,29,-3,601,-304,-138,9.66,-167,34,0.02,-0.02,-0.02,-288,111,-123,-367,345,530,118.760931,18.65761489,33.06070113,2,0.31,0.32,-0.18,4,20,7,-516,357,-50,14.4,-63.7,-139,36,0.02,-0.03,0.02,195,198,-212,-10,651,477,"A"
"2658",2658,"carlitos",1323084242,508292,"05/12/2011 11:24","no",325,1.61,7.83,-94,3,-0.02,0,-0.02,-16,3,23,-3,597,-311,-138,9.22,-168,34,0.02,-0.02,0,-286,111,-124,-367,340,509,120.2727073,30.03314253,-20.6269692,4,0.02,-0.02,-0.13,13,41,-9,-485,403,-59,14.1,-63.9,-138,36,0,-0.02,-0.03,194,206,-213,-6,654,489,"A"
"2668",2668,"carlitos",1323084242,740336,"05/12/2011 11:24","no",325,1.91,7.67,-94.1,3,0.02,0,0.02,-18,4,20,-6,603,-312,-138,8.94,-168,34,0.02,-0.02,-0.03,-287,112,-124,-361,338,513,132.1963862,11.03603174,22.20941993,5,-0.22,-0.21,0.1,5,44,10,-515,363,-31,13.8,-64,-138,36,0,-0.02,-0.05,193,200,-214,-12,650,485,"A"
"2679",2679,"carlitos",1323084243,228326,"05/12/2011 11:24","no",326,1.63,7.03,-93.9,3,-0.02,0.02,-0.03,-17,4,25,-4,604,-310,-139,8.38,-168,34,0,-0.02,-0.02,-287,111,-122,-369,332,511,88.12217609,15.49223199,66.5196055,4,-0.02,0,0.2,6,30,24,-521,343,-25,13.2,-64.3,-138,36,0.02,0,-0.02,194,202,-213,-8,657,481,"A"
"2683",2683,"carlitos",1323084243,396339,"05/12/2011 11:24","no",326,1.48,6.71,-93.9,3,-0.03,0,-0.02,-18,5,22,-7,607,-306,-139,8.21,-169,34,0,-0.02,0,-289,112,-124,-366,338,511,81.94699201,18.37279325,71.77689096,3,0.02,0.06,0.18,5,20,18,-514,346,-35,13.3,-64,-138,36,0.03,-0.03,-0.02,192,202,-214,-12,654,493,"A"
"2688",2688,"carlitos",1323084243,628339,"05/12/2011 11:24","no",326,1.4,6.54,-93.7,3,0.05,0.02,-0.02,-17,5,24,-10,599,-298,-139,8.03,-169,34,0,-0.02,-0.02,-289,110,-124,-367,337,515,115.1848066,2.537820442,41.80812189,4,-0.03,0.03,0.08,1,36,16,-516,347,-39,12.7,-64.1,-137,36,0,0.03,0,195,198,-213,-2,651,477,"A"
"2693",2693,"carlitos",1323084243,868308,"05/12/2011 11:24","no",326,1.39,7.92,-93.8,3,0.16,-0.03,0,-19,3,22,-4,607,-305,-139,7.73,-169,34,0.02,-0.03,-0.02,-288,112,-123,-374,336,522,96.10307604,13.15442099,59.13134725,3,-0.02,-0.18,-0.23,4,25,17,-517,359,-50,12.5,-63.9,-136,36,0.05,0.02,0.05,192,201,-216,-7,655,476,"A"
"2723",2723,"carlitos",1323084244,744309,"05/12/2011 11:24","no",327,1.4,7.5,-93.9,3,0.03,0.02,-0.05,-22,4,23,2,607,-312,-140,6.1,-170,34,0.02,-0.02,-0.02,-289,110,-126,-364,338,506,95.53166181,42.05343353,-42.05343353,1,0.35,0.39,-0.13,6,12,-6,-512,360,-62,13.8,-63.7,-138,36,0,-0.02,-0.03,191,208,-215,-20,662,479,"A"
"2724",2724,"carlitos",1323084244,812286,"05/12/2011 11:24","no",327,1.36,7.6,-93.9,3,0.05,0,-0.02,-15,3,22,-7,602,-311,-140,6.03,-170,34,0.02,-0.02,-0.02,-288,111,-125,-375,335,513,84.44875752,53.98370776,-43.40430532,2,0.19,0.42,-0.1,11,16,-9,-507,366,-67,13.7,-63.7,-138,36,0,-0.02,-0.05,192,206,-217,-19,657,475,"A"
"2728",2728,"carlitos",1323084245,116383,"05/12/2011 11:24","no",328,1.43,7.87,-93.9,3,0.06,-0.02,0,-18,3,21,5,598,-314,-140,5.85,-170,34,0,-0.02,0,-289,111,-123,-366,351,512,125.3052909,31.44397272,-4.419777642,5,-0.1,-0.19,-0.08,14,43,-2,-505,373,-62,13.5,-63.7,-138,36,0,-0.02,-0.03,190,206,-216,-13,666,471,"A"
"2729",2729,"carlitos",1323084245,116415,"05/12/2011 11:24","no",328,1.45,7.89,-93.9,3,0.05,0,0,-18,2,19,3,602,-318,-140,5.84,-170,34,0,-0.02,0,-290,110,-124,-367,334,508,123.2906716,31.99145539,-10.50214329,4,-0.11,-0.27,-0.07,12,36,-4,-504,372,-50,13.5,-63.8,-138,36,0,-0.02,-0.03,191,206,-219,-16,662,472,"A"
"2741",2741,"carlitos",1323084245,588286,"05/12/2011 11:24","no",328,1.24,7.07,-93.8,3,0,0,-0.05,-19,1,23,0,598,-319,-141,5.03,-171,34,0,-0.02,-0.02,-290,111,-124,-376,333,521,83.91461705,11.4724256,71.84497298,4,0.02,0.06,0.23,4,26,23,-520,339,-36,13.4,-63.4,-137,36,0,-0.03,-0.02,188,208,-218,-20,661,471,"A"
"2745",2745,"carlitos",1323084245,640342,"05/12/2011 11:24","no",328,1.21,6.82,-93.7,3,-0.03,0.02,-0.02,-22,4,23,-1,603,-314,-141,4.95,-171,34,0,-0.02,0,-290,110,-126,-374,336,510,106.1794472,48.05860812,15.47161531,2,0,0.08,0.28,9,17,3,-521,345,-42,13.5,-63.4,-137,36,0.02,-0.03,0,189,207,-214,-20,659,469,"A"
"2752",2752,"carlitos",1323084245,920455,"05/12/2011 11:24","no",328,1.23,6.7,-93.6,3,0.06,0,0.02,-17,4,21,-3,608,-313,-141,4.61,-171,34,0,-0.02,-0.02,-289,113,-125,-375,337,520,39.68271252,39.68271252,99.25155968,2,-0.11,0.1,0.39,6,6,13,-516,362,-57,14.1,-63.3,-138,36,0,-0.02,-0.03,187,208,-215,-22,669,476,"A"
"2761",2761,"carlitos",1323084246,496322,"05/12/2011 11:24","no",329,1.49,7.61,-93.9,3,-0.03,-0.02,-0.02,-22,5,15,-3,598,-308,-141,4.26,-171,34,-0.02,-0.03,0.05,-288,110,-124,-364,336,503,80.47898594,6.009324292,76.2396363,3,0.02,-0.03,-0.15,2,24,23,-528,327,-46,14.2,-63.1,-138,36,0.02,0.03,0,185,209,-217,-26,659,467,"A"
"2770",2770,"carlitos",1323084246,620433,"05/12/2011 11:24","no",329,1.43,6.78,-94.1,3,-0.02,0,-0.02,-18,5,20,0,605,-307,-141,4.12,-171,34,0.02,-0.05,0.02,-291,112,-124,-372,348,517,108.9909047,0,48.08872802,3,0,-0.05,-0.11,0,23,12,-535,321,-23,13,-63,-137,36,0.03,-0.06,-0.11,184,211,-214,-29,668,479,"A"
"2774",2774,"carlitos",1323084246,672302,"05/12/2011 11:24","no",329,1.29,6.63,-94.1,3,-0.03,-0.02,-0.07,-21,4,24,-11,603,-301,-141,3.82,-171,34,0.02,-0.03,0,-289,112,-121,-372,336,506,80.61998236,3.007377204,76.36915264,3,0.08,0.11,0.03,1,24,23,-534,327,-39,13.8,-63,-138,35,0,-0.11,0,183,201,-217,-38,671,484,"A"
"2777",2777,"carlitos",1323084246,888310,"05/12/2011 11:24","no",329,1.07,6.66,-94.1,3,0.06,0,-0.02,-14,1,27,-7,604,-299,-141,3.69,-171,34,0,-0.02,0,-289,112,-123,-371,340,514,35.81302684,-5.845390622,120.7498453,2,0.14,0.03,-0.16,-1,6,16,-539,325,-36,14.8,-62.8,-139,36,-0.02,-0.08,0.03,180,213,-216,-39,670,485,"A"
"2780",2780,"carlitos",1323084247,84289,"05/12/2011 11:24","no",330,1.18,7.28,-93.9,3,0.21,0.03,0.02,-19,6,25,3,607,-306,-141,3.67,-171,34,-0.02,-0.02,0.02,-287,111,-122,-371,340,511,121.0003992,-3.899393992,35.84856227,3,0.32,0.11,-0.28,-1,24,9,-534,331,-47,15.7,-62.8,-140,36,0.03,-0.14,-0.05,188,220,-210,-44,670,492,"A"
"2800",2800,"carlitos",1323084247,612272,"05/12/2011 11:24","no",330,1.29,8.23,-93.9,3,0,0.02,-0.03,-15,1,22,1,607,-316,-142,3.04,-172,34,-0.02,0.02,-0.02,-288,111,-122,-368,348,511,93.83081845,7.338941909,62.68400078,3,-0.29,-0.24,0.03,2,22,16,-526,330,-15,57.2,-28.3,170,41,-0.11,-1.85,-0.1,-18,331,-226,-473,680,483,"A"
"2829",2829,"carlitos",1323084248,808313,"05/12/2011 11:24","no",331,1.16,6.61,-93.6,3,-0.08,-0.02,0.02,-12,2,28,-8,605,-311,-144,1.66,-174,34,-0.02,-0.02,-0.02,-288,109,-122,-367,335,529,77.72677238,12.7863466,77.72677238,3,0.03,-0.19,-0.23,4,22,22,-540,314,-31,0.02,42.7,86.2,29,0.08,0.88,-0.02,-167,-148,-174,-271,-452,223,"A"
"2836",2836,"carlitos",1323084249,8366,"05/12/2011 11:24","no",332,1.54,6.24,-93.7,3,-0.03,0,0.02,-19,7,20,-7,606,-314,-144,1.67,-174,34,-0.03,-0.03,0,-287,110,-119,-368,335,534,93.08661933,-5.945260857,63.62407013,3,-0.03,-0.05,0.02,-2,27,20,-549,295,-29,8.92,38.2,107,30,-0.35,1.51,-0.25,-183,-149,-175,-390,-367,239,"A"
"2837",2837,"carlitos",1323084249,48331,"05/12/2011 11:24","no",332,1.64,6.17,-93.7,3,-0.03,-0.02,0,-19,6,21,-10,603,-309,-144,1.65,-174,34,-0.02,-0.03,0,-287,111,-123,-363,341,515,77.85486341,11.73100252,77.85486341,3,-0.03,0.03,0.15,3,18,18,-550,289,-29,11.7,36.6,112,29,-0.27,1.57,-0.05,-186,-103,-186,-432,-314,269,"A"
"2841",2841,"carlitos",1323084249,164303,"05/12/2011 11:24","no",332,1.6,6.05,-93.8,3,0.02,0,0.02,-12,-2,31,-11,599,-315,-144,1.47,-174,34,0.02,-0.02,-0.02,-288,110,-121,-361,337,516,-19.44704438,-39.68271252,112.3961375,2,0.16,-0.03,-0.2,-6,-3,14,-549,306,-45,28.3,28.4,139,30,0.13,1.83,0.44,-225,18,-184,-598,-78,375,"A"
"2893",2893,"carlitos",1323084251,204460,"05/12/2011 11:24","no",334,1.48,7.13,-93.6,3,0,0,0,-18,4,24,-5,609,-311,-147,1.37,-176,33,-0.11,0.02,-0.02,-278,117,-103,-329,333,534,85.19663272,0,71.88299996,2,0.06,0.08,0.02,0,16,14,-551,299,-38,32.4,24.5,134,27,-0.19,-2.68,-0.82,-186,58,-183,-604,-43,458,"A"
"2894",2894,"carlitos",1323084251,344338,"05/12/2011 11:24","no",334,1.6,7.02,-93.7,3,0.02,-0.02,0,-17,4,25,-2,604,-312,-148,4.51,-176,31,-0.47,0.24,-0.25,-268,118,-78,-294,324,551,10.66513285,26.93688999,128.009583,2,-0.03,0.06,0.1,5,2,18,-548,311,-36,12.9,37.6,111,27,0.37,-1.98,-0.11,-167,-89,-186,-435,-316,319,"A"
"2900",2900,"carlitos",1323084251,641019,"05/12/2011 11:24","no",334,1.58,6.74,-93.7,3,0,0.02,-0.03,-10,-3,29,-7,607,-316,-154,18.7,-174,26,-1.14,0.39,-0.41,-227,112,-30,-103,261,612,78.92542428,-36.28221719,65.40734103,2,0.22,0.05,-0.21,-7,14,12,-552,296,-43,-5.36,35.6,94.1,30,-0.39,0.83,-0.1,-101,-213,-176,-287,-467,197,"A"
"2917",2917,"carlitos",1323084252,424353,"05/12/2011 11:24","no",335,1.24,7.3,-93.7,3,0.05,0.02,-0.03,-23,4,22,-7,611,-307,4.3,51.4,10,19,-2.14,0.22,-0.02,115,20,-147,751,-84,75,64.939906,-17.36450116,89.06514022,2,-0.18,0.05,0.43,-4,14,18,-541,314,-42,44.9,-13.3,-177,33,-0.5,2.38,0.72,-57,280,-155,-628,619,731,"A"
"2925",2925,"carlitos",1323084252,540455,"05/12/2011 11:24","no",335,1.08,7.64,-93.7,3,0.03,0,-0.02,-15,0,24,-3,600,-309,10.3,18.9,12.9,31,-1.43,0.43,0.11,153,5,-263,709,-134,-186,101.2197011,32.36185653,-43.78564991,1,0.16,-0.06,0.02,3,8,-4,-540,316,-58,48.2,-36.5,-160,38,-0.42,1.91,0.41,19,310,-211,-385,737,610,"A"
"2926",2926,"carlitos",1323084252,592289,"05/12/2011 11:24","no",335,1.12,7.58,-93.7,3,0.02,0,-0.02,-22,3,26,2,605,-312,11.4,13.6,13.4,33,-1.35,0.43,0.31,154,-4,-279,685,-159,-228,77.19285208,16.48678638,77.19285208,2,0.06,0.03,0.08,4,17,17,-538,323,-60,45.9,-44.1,-156,39,-0.63,2.02,0.3,112,305,-199,-307,748,604,"A"
"2952",2952,"carlitos",1323084253,764297,"05/12/2011 11:24","no",336,1.51,6.86,-93.8,3,-0.02,0,-0.05,-20,4,22,-8,604,-307,55.1,49,37.7,9,2.17,-0.96,0.25,-5,83,-24,545,45,430,66.10431689,0,90.97531579,1,0,-0.06,-0.1,0,7,9,-533,324,-63,-7.2,42.6,90.9,32,0.1,-1.54,-0.44,-140,-182,-218,-312,-434,230,"A"
"2959",2959,"carlitos",1323084254,300301,"05/12/2011 11:24","no",337,1.46,7.8,-93.7,4,0.06,0,-0.05,-23,3,26,-2,604,-309,129,68.8,112,26,1.43,-0.74,0.38,-206,149,-12,-37,300,594,132.7275137,10.80428526,21.73733646,2,0.47,0.29,-0.21,2,18,4,-537,322,-76,13.1,34.3,128,23,-0.53,2.46,0.43,-159,-52,-157,-550,-159,411,"A"
"2961",2961,"carlitos",1323084254,324325,"05/12/2011 11:24","no",337,1.36,7.89,-93.7,3,0.05,0,-0.02,-20,3,24,1,604,-309,146,66.4,128,27,1.09,-0.5,0.2,-220,140,-36,-127,313,580,70.82327023,20.47055913,-82.09653415,3,0.4,0.31,-0.28,5,16,-18,-524,338,-76,24.3,32.6,143,24,-0.35,2.67,0.84,-158,32,-165,-631,34,519,"A"
"2975",2975,"carlitos",1323084254,896316,"05/12/2011 11:24","no",337,1.27,8,-93.7,3,0.06,0,-0.03,-18,3,23,0,600,-304,162,57.3,144,32,-1.01,0.51,-0.71,-272,136,-58,-303,332,552,55.08643611,15.76797612,99.2652208,2,-0.1,0.03,0.18,3,10,16,-544,312,-42,61.5,-43.1,-169,43,-0.9,2.38,-0.03,102,344,-215,-248,740,565,"A"
"2987",2987,"carlitos",1323084255,304336,"05/12/2011 11:24","no",338,0.89,8,-93.6,4,0.05,0.02,-0.03,-23,4,29,5,610,-299,45,42.1,26.4,11,-2.46,0.64,-0.39,-44,91,-25,517,52,439,111.8329022,-7.82861298,44.46412465,3,0.08,0.1,-0.1,-2,23,11,-540,319,-58,57.3,-32.9,178,42,0.29,-2.36,-1.31,100,359,-181,-380,766,692,"A"
"2988",2988,"carlitos",1323084255,312343,"05/12/2011 11:24","no",338,0.87,8.05,-93.5,4,0.05,0.02,-0.05,-26,2,29,1,616,-290,42.9,38.2,24.2,10,-2.44,0.66,-0.46,-35,92,-25,565,40,425,99.94820534,7.654664214,56.48668793,3,0.05,0.14,-0.02,2,22,14,-542,321,-62,56.4,-30.1,176,40,0.4,-2.39,-1.31,85,342,-169,-393,762,700,"A"
"2991",2991,"carlitos",1323084255,380325,"05/12/2011 11:24","no",338,0.8,7.71,-93.5,3,-0.05,0,0,-17,1,29,2,605,-298,35.3,13.4,15.2,13,-2.42,0.67,-0.52,59,56,-92,717,-80,220,28.97517014,44.29110441,102.9696801,1,-0.03,-0.13,-0.18,6,4,12,-544,321,-43,50.8,-4.48,164,33,0.85,-3.31,-0.74,-35,280,-162,-628,621,735,"A"
"2998",2998,"carlitos",1323084255,656316,"05/12/2011 11:24","no",338,1.27,7.52,-93.6,3,0.08,-0.02,0.02,-19,3,25,-3,606,-305,40.7,-27.3,3.83,25,-1.85,0.64,-0.21,127,7,-214,743,-185,-92,74.83780475,0,82.24182793,2,0,-0.08,0,0,13,14,-551,304,-44,35.3,28.4,142,25,0.63,-2.86,-0.74,-142,117,-160,-679,166,566,"A"
"3000",3000,"carlitos",1323084255,700364,"05/12/2011 11:24","no",338,1.37,7.6,-93.7,3,0.03,-0.03,0,-23,8,24,1,607,-305,42.4,-37.4,0.55,29,-1.46,0.64,-0.49,133,-8,-255,722,-206,-164,-119.7004152,-7.167283548,36.61865602,1,-0.06,0.05,0.23,-1,-13,5,-553,305,-55,28.2,36.9,132,26,0.47,-2.87,-0.49,-184,60,-167,-627,12,476,"A"
"3003",3003,"carlitos",1323084255,744349,"05/12/2011 11:24","no",338,1.41,7.47,-93.7,3,-0.06,-0.02,-0.03,-22,3,22,2,607,-309,45.6,-46.2,-4.4,34,-1.28,0.26,0.26,142,-30,-303,675,-232,-239,-111.8718022,8.577573084,44.26692319,2,-0.05,-0.03,-0.07,2,-21,10,-552,307,-55,10,47.8,110,26,0.56,-2.91,-0.34,-178,-56,-179,-508,-218,342,"A"
"3018",3018,"carlitos",1323084256,604314,"05/12/2011 11:24","no",339,1.74,7.64,-93.6,3,0.05,0,-0.05,-23,7,24,-2,607,-305,63,-19.8,16.2,16,1.96,-1.06,0.05,65,93,-102,690,14,268,101.2197011,-43.78564991,-32.36185653,1,0.48,0.18,-0.46,-4,8,-3,-541,312,-69,34.3,32.5,148,27,-0.42,2.39,0.71,-187,87,-158,-681,159,566,"A"
"3032",3032,"carlitos",1323084258,444295,"05/12/2011 11:24","no",340,1.58,7.52,-93.5,3,0.08,0,0.02,-16,2,26,6,598,-310,105,-59.7,-43.6,35,0.63,-0.34,0.25,156,-25,-306,683,-232,-219,53.82271488,-8.554004511,102.431356,1,0,-0.06,-0.05,-1,6,10,-551,293,-32,-18.6,51.5,72,27,0.63,1.57,0.56,-114,-167,-164,-353,-397,276,"A"
"3046",3046,"carlitos",1323084258,875354,"05/12/2011 11:24","no",340,1.83,8.06,-93.5,3,-0.02,0,-0.05,-18,2,24,3,605,-311,69.3,-11.9,39.7,18,2.44,-1.51,0.03,-78,156,-41,433,220,448,80.05037998,28.28653578,-69.18485469,3,0.37,0.45,-0.16,7,18,-16,-519,358,-84,70.4,-5.99,162,41,-0.14,2.33,0.64,-34,360,-180,-517,690,621,"A"
"3055",3055,"carlitos",1323084259,232313,"05/12/2011 11:24","no",341,1.47,7.98,-93.4,3,0.02,0,-0.03,-19,2,22,3,606,-305,76.2,28.5,76.8,34,1.38,-1.19,1.1,-290,152,-64,-263,372,523,125.7521856,15.9226893,26.74347114,2,-0.43,-0.26,0.08,3,18,5,-530,338,-50,73.6,-51.6,170,38,0.06,1.27,0.43,176,247,-219,-55,680,454,"A"
"3061",3061,"carlitos",1323084259,496276,"05/12/2011 11:24","no",341,1.25,7.71,-93.3,3,-0.02,0.02,-0.05,-16,1,24,2,613,-296,80.6,32.9,86.5,32,0.06,0.35,-0.67,-270,139,-64,-362,376,487,128.009583,-10.66513285,26.93688999,2,-0.13,-0.16,0.07,-2,18,5,-537,316,-29,72.4,-54.3,173,42,0.11,-0.56,0.03,150,316,-217,-21,651,413,"A"
"3062",3062,"carlitos",1323084259,560314,"05/12/2011 11:24","no",341,1.19,7.67,-93.3,3,0.02,0.02,-0.05,-10,1,24,12,604,-309,79.7,32.3,86.6,32,-0.14,0.43,-0.71,-274,137,-65,-361,380,491,116.3678532,4.37408936,40.44819021,2,-0.08,-0.13,0.11,1,21,9,-538,310,-32,72.7,-53.1,172,42,0.1,-0.98,-0.03,146,322,-211,-38,663,412,"A"
"3067",3067,"carlitos",1323084259,724355,"05/12/2011 11:24","no",341,0.98,7.55,-93.2,3,0.02,0,-0.07,-20,5,26,7,606,-303,73.7,24.5,78.7,31,-1.65,0.75,0.1,-259,156,-36,-209,372,560,17.43768582,5.786377787,138.6882039,2,-0.1,0,0.23,1,3,17,-545,309,-35,72.6,-35.6,164,46,0,-2.59,-1.03,140,368,-211,-228,734,527,"A"
"3072",3072,"carlitos",1323084259,856341,"05/12/2011 11:24","no",341,0.87,7.35,-93.3,3,0,-0.02,-0.03,-14,2,28,2,612,-300,70.7,6.29,62.3,28,-2.41,1.49,-0.08,-196,190,3,100,342,534,85.57863269,60.20279054,33.66748194,2,0.22,0.19,-0.02,12,16,7,-544,319,-47,66.8,-3.85,154,39,0.14,-3.34,-1.02,28,329,-200,-530,690,643,"A"
"3075",3075,"carlitos",1323084260,108319,"05/12/2011 11:24","no",342,0.71,7.53,-93.2,4,0.1,0,-0.02,-26,4,31,6,603,-304,69,-25.3,34.6,13,-2.65,1.35,-0.51,-33,107,-61,614,64,336,84.76962765,38.42662497,57.67213659,3,-0.14,0.31,0.2,11,22,16,-519,344,-54,48.7,36.6,131,27,0.43,-3.12,-0.44,-111,163,-170,-693,265,602,"A"
"3078",3078,"carlitos",1323084260,140319,"05/12/2011 11:24","no",342,0.82,7.89,-93.1,4,0.03,0,0,-21,3,30,6,607,-303,72.1,-34.3,21,15,-2.46,1.25,-0.41,39,88,-108,724,-38,186,-117.6005207,-31.27667219,23.28681783,1,-0.06,-0.06,-0.18,-4,-12,3,-521,360,-56,31.4,51,111,28,-0.11,-2.95,-0.67,-195,73,-173,-626,16,499,"A"
"3085",3085,"carlitos",1323084260,448377,"05/12/2011 11:24","no",342,1.29,8.13,-93.2,3,0.08,-0.02,0.02,-22,5,22,13,602,-308,112,-57.5,-34.7,30,-2.12,0.98,-0.39,115,-22,-266,717,-238,-160,119.9905038,0,37.08912888,2,0.02,-0.08,-0.05,0,18,7,-524,332,-9,-33.6,59.6,44.1,31,0.39,-2.17,-0.33,-196,-119,-196,-369,-369,279,"A"
"3087",3087,"carlitos",1323084260,548283,"05/12/2011 11:24","no",342,1.45,8.29,-93.3,3,-0.02,-0.02,-0.02,-24,2,21,5,603,-306,128,-55.2,-51.1,36,-1.24,0.02,0.66,109,-60,-335,678,-266,-227,34.89185573,-22.99421052,114.7365495,2,-0.13,-0.08,0.16,-4,6,16,-530,326,-30,-41.4,53.7,39.9,35,-1.14,-0.22,-0.9,-93,-234,-226,-298,-441,224,"A"
"3089",3089,"carlitos",1323084260,644362,"05/12/2011 11:24","no",342,1.42,8.18,-93.3,3,-0.05,0,-0.02,-22,2,22,12,603,-304,131,-53.6,-52,37,-0.39,-0.43,0.8,119,-48,-335,663,-264,-234,17.20668516,17.20668516,132.6225141,2,-0.08,-0.08,0.03,3,3,17,-528,324,-17,-38.7,53,45.1,34,-0.92,1,-0.44,-62,-260,-192,-307,-432,233,"A"
